,sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
22782,The baby was passed seamlessly between 3 people.,0,0,1,0,0,0,1,0
22783,The baby was passed seamlessly between 3 people.,1,1,0,0,0,0,0,0
22784,The baby was passed seamlessly between 3 people.,0,0,1,1,1,0,0,0
22785,The baby was passed seamlessly between 3 people.,0,0,1,0,1,0,0,1
22786,The baby was passed seamlessly between 3 people.,1,1,1,1,0,0,0,1
22787,The baby settled in Chad's lap at the bottom of the stairs.,1,1,0,1,0,0,0,1
22788,The baby settled in Chad's lap at the bottom of the stairs.,0,1,0,1,0,0,0,1
22789,The baby settled in Chad's lap at the bottom of the stairs.,1,1,0,0,0,0,0,1
22790,The baby settled in Chad's lap at the bottom of the stairs.,0,0,0,0,1,0,0,0
22791,The baby settled in Chad's lap at the bottom of the stairs.,1,0,1,0,0,0,0,0
22792,The baby settled in Chad's lap at the bottom of the stairs.,0,0,0,0,1,0,0,0
22793,The baby settled in Chad's lap at the bottom of the stairs.,0,0,1,1,1,1,0,0
22794,The baby settled in Chad's lap at the bottom of the stairs.,1,1,0,0,0,0,0,0
22795,The baby settled in Chad's lap at the bottom of the stairs.,0,0,1,1,1,0,1,1
22796,The baby settled in Chad's lap at the bottom of the stairs.,1,0,0,0,0,0,0,0
22797,The baby settled in Chad's lap at the bottom of the stairs.,0,0,0,1,0,0,0,0
22798,Sam is a comedian.,0,0,0,0,0,0,0,0
22799,Sam is a comedian.,1,0,0,0,0,0,0,0
22800,Sam is a comedian.,1,0,0,0,0,0,0,1
22801,He was selected for a nationwide comedy tour.,1,1,0,1,0,0,0,1
22802,He was selected for a nationwide comedy tour.,1,1,0,1,0,0,0,1
22803,"On the road, his colleagues realized that he is a slob to live with.",1,1,0,0,0,1,1,0
22804,"On the road, his colleagues realized that he is a slob to live with.",0,0,0,0,1,1,1,0
22805,"On the road, his colleagues realized that he is a slob to live with.",0,0,0,1,0,1,1,1
22806,"On the road, his colleagues realized that he is a slob to live with.",0,1,0,0,0,0,0,0
22807,"On the road, his colleagues realized that he is a slob to live with.",0,0,0,0,0,0,0,0
22808,"On the road, his colleagues realized that he is a slob to live with.",1,1,0,0,0,1,0,1
22809,"They tried bribing him, but Sam just wouldn't clean up after himself.",0,0,0,0,0,1,1,0
22810,"They tried bribing him, but Sam just wouldn't clean up after himself.",0,0,0,0,0,1,1,0
22811,"They tried bribing him, but Sam just wouldn't clean up after himself.",0,0,1,0,1,1,1,0
22812,"They tried bribing him, but Sam just wouldn't clean up after himself.",0,0,0,0,0,1,0,0
22813,"They tried bribing him, but Sam just wouldn't clean up after himself.",1,1,0,0,0,0,1,1
22814,"They tried bribing him, but Sam just wouldn't clean up after himself.",0,0,0,1,0,0,0,0
22815,"After Sam refused to clean, they kicked him off of the tour.",0,0,0,0,1,1,0,0
22816,"After Sam refused to clean, they kicked him off of the tour.",0,0,0,1,0,1,1,0
22817,"After Sam refused to clean, they kicked him off of the tour.",0,0,0,1,1,1,1,0
22818,"After Sam refused to clean, they kicked him off of the tour.",0,0,1,1,1,1,0,1
22819,"After Sam refused to clean, they kicked him off of the tour.",0,0,0,0,0,0,1,0
22820,"After Sam refused to clean, they kicked him off of the tour.",0,0,0,1,1,1,1,0
22821,It was backlit and I thought it was perfect.,1,0,0,0,0,0,0,0
22822,It was backlit and I thought it was perfect.,1,1,0,1,0,0,0,1
22823,It was backlit and I thought it was perfect.,1,1,0,1,0,0,0,1
22824,However to my surprise when I got it I never used it.,0,0,0,1,1,1,1,1
22825,However to my surprise when I got it I never used it.,0,0,0,0,0,1,0,0
22826,However to my surprise when I got it I never used it.,0,0,0,0,0,0,0,0
22827,I just started using my virtual keyboard.,1,1,0,1,0,0,0,1
22828,I just started using my virtual keyboard.,1,0,0,0,0,0,0,0
22829,I just started using my virtual keyboard.,0,0,0,1,0,1,0,0
22830,It ended up being a waste of money.,1,1,0,0,1,1,1,0
22831,It ended up being a waste of money.,0,0,0,0,1,1,1,0
22832,Henry went to dinner at his friend's house one night.,1,1,0,0,0,0,0,0
22833,Henry went to dinner at his friend's house one night.,1,1,0,0,0,0,0,0
22834,Henry went to dinner at his friend's house one night.,1,0,0,0,0,0,0,0
22835,Henry went to dinner at his friend's house one night.,0,0,0,0,0,0,0,1
22836,Henry went to dinner at his friend's house one night.,1,1,0,0,0,0,0,1
22837,Henry went to dinner at his friend's house one night.,1,1,0,1,0,0,0,1
22838,His friend's family ordered two large pizzas.,1,1,0,1,0,0,0,1
22839,His friend's family ordered two large pizzas.,1,0,0,0,0,0,0,1
22840,His friend's family ordered two large pizzas.,1,0,0,1,0,0,0,1
22841,"Henry started eating, but he saw that everyone was saying grace.",0,0,1,1,0,0,0,1
22842,"Henry started eating, but he saw that everyone was saying grace.",0,0,0,1,0,0,0,0
22843,"Henry started eating, but he saw that everyone was saying grace.",1,1,0,1,0,0,0,1
22844,He felt awkward that he was the only one eating.,0,0,0,0,1,0,0,0
22845,He felt awkward that he was the only one eating.,0,1,0,1,1,0,0,1
22846,He felt awkward that he was the only one eating.,0,1,1,0,0,0,0,1
22847,He put his pizza back on his plate and bowed his head.,0,0,0,1,0,1,0,1
22848,He put his pizza back on his plate and bowed his head.,0,0,1,0,0,0,0,0
22849,He put his pizza back on his plate and bowed his head.,0,0,1,1,1,0,0,1
22850,Now Rico is graduating from college and he needs to find a job.,0,0,1,1,0,0,0,1
22851,Now Rico is graduating from college and he needs to find a job.,0,0,1,0,1,1,1,1
22852,Now Rico is graduating from college and he needs to find a job.,0,0,1,0,1,0,0,1
22853,Rico asks his father for a lesson in how to tie a necktie.,0,1,0,1,1,0,0,0
22854,Rico asks his father for a lesson in how to tie a necktie.,1,1,0,0,0,0,0,1
22855,Rico asks his father for a lesson in how to tie a necktie.,1,1,0,0,0,0,0,1
22856,Rico asks his father for a lesson in how to tie a necktie.,1,1,0,1,0,0,0,1
22857,Rico asks his father for a lesson in how to tie a necktie.,1,1,0,0,0,0,0,0
22858,"At first Rico finds it confusing, but with practice he learns.",1,1,0,0,0,0,0,1
22859,"At first Rico finds it confusing, but with practice he learns.",1,1,0,1,0,0,0,1
22860,"At first Rico finds it confusing, but with practice he learns.",0,0,0,0,0,0,0,1
22861,Rico is happy he asked his father for help tying a knot in a necktie.,1,1,0,0,0,0,0,0
22862,Rico is happy he asked his father for help tying a knot in a necktie.,1,1,0,1,0,0,0,1
22863,Rico is happy he asked his father for help tying a knot in a necktie.,1,1,0,0,0,0,0,1
22864,"After trash was picked up, I saw an extra empty garbage can outside.",0,0,0,1,0,1,1,0
22865,"After trash was picked up, I saw an extra empty garbage can outside.",1,1,0,0,0,0,0,0
22866,"After trash was picked up, I saw an extra empty garbage can outside.",0,0,0,0,0,0,0,0
22867,"I asked my next door neighbor if it was hers, but she said no.",0,0,1,1,1,0,0,1
22868,"I asked my next door neighbor if it was hers, but she said no.",0,0,0,1,1,1,1,0
22869,"I asked my next door neighbor if it was hers, but she said no.",0,0,0,1,0,0,0,1
22870,"I asked my next door neighbor if it was hers, but she said no.",0,0,0,1,1,1,1,0
22871,"I asked my next door neighbor if it was hers, but she said no.",0,0,1,1,0,0,0,0
22872,"I asked my next door neighbor if it was hers, but she said no.",0,1,0,1,0,0,1,0
22873,He didn't know if they were going to take his garbage can.,0,0,0,0,0,0,1,0
22874,He didn't know if they were going to take his garbage can.,0,0,1,0,0,0,0,0
22875,He didn't know if they were going to take his garbage can.,0,0,0,0,0,0,0,1
22876,He didn't know if they were going to take his garbage can.,0,0,0,1,0,0,0,1
22877,He didn't know if they were going to take his garbage can.,0,0,1,1,0,0,0,0
22878,"So he had put it beside mine, and it got picked up all right.",0,1,0,1,0,0,0,0
22879,"So he had put it beside mine, and it got picked up all right.",0,0,1,1,1,1,1,0
22880,John watched a Food Network show on making guacamole.,1,0,0,0,0,0,0,1
22881,John watched a Food Network show on making guacamole.,1,1,0,0,0,0,0,1
22882,He made some while studying the show carefully.,1,1,0,0,0,0,0,1
22883,He made some while studying the show carefully.,1,0,0,0,0,0,0,0
22884,He made some while studying the show carefully.,1,1,0,0,0,0,0,1
22885,John then invited some friends over to taste it.,1,0,0,0,0,0,0,0
22886,John then invited some friends over to taste it.,1,1,0,0,0,0,0,1
22887,John then invited some friends over to taste it.,1,1,0,0,0,0,0,1
22888,John then invited some friends over to taste it.,1,0,0,0,0,0,0,1
22889,John then invited some friends over to taste it.,1,1,0,0,0,0,0,1
22890,Several buddies came over and dug into the guacamole.,1,0,0,0,0,0,0,1
22891,Several buddies came over and dug into the guacamole.,1,0,0,0,0,0,0,1
22892,Several buddies came over and dug into the guacamole.,1,0,0,0,0,0,0,0
22893,Several buddies came over and dug into the guacamole.,1,1,0,0,0,0,0,0
22894,Several buddies came over and dug into the guacamole.,1,1,0,1,0,0,0,1
22895,Several buddies came over and dug into the guacamole.,0,0,0,1,0,0,0,0
22896,They were unable to hide the near nausea they experienced!,0,0,1,1,1,1,0,0
22897,They were unable to hide the near nausea they experienced!,0,0,1,0,1,1,1,1
22898,They were unable to hide the near nausea they experienced!,0,0,1,1,1,0,0,0
22899,They were unable to hide the near nausea they experienced!,0,0,1,1,1,1,1,0
22900,They were unable to hide the near nausea they experienced!,0,0,0,0,0,1,0,0
22901,When I was young I loved Harry Potter.,1,0,0,0,0,0,0,0
22902,When I was young I loved Harry Potter.,1,1,0,0,0,0,0,0
22903,When I was young I loved Harry Potter.,1,0,0,0,0,0,0,1
22904,My parents thought it was demonic.,0,0,0,1,1,1,1,1
22905,They were both very religious.,0,0,0,1,1,1,0,1
22906,They were both very religious.,0,0,1,0,1,1,1,0
22907,They were both very religious.,0,0,0,0,1,0,0,0
22908,When they caught me reading a book they forced me to pray all day.,0,0,0,1,1,1,1,1
22909,When they caught me reading a book they forced me to pray all day.,0,0,0,0,1,1,1,0
22910,When they caught me reading a book they forced me to pray all day.,0,0,0,0,1,0,1,0
22911,I still like the books but keep them hidden.,0,0,1,0,1,0,0,0
22912,I still like the books but keep them hidden.,1,0,1,0,1,0,0,0
22913,I still like the books but keep them hidden.,1,1,0,0,0,0,0,0
22914,Jenny never loved to study.,0,0,0,1,1,1,0,1
22915,Jenny never loved to study.,0,0,1,0,1,1,1,0
22916,Jenny never loved to study.,0,0,0,0,0,0,0,0
22917,Her parents wanted to her graduate but feared she wouldn't.,0,0,0,0,0,1,1,0
22918,Her parents wanted to her graduate but feared she wouldn't.,0,0,0,1,1,0,0,0
22919,Her parents wanted to her graduate but feared she wouldn't.,0,0,1,0,0,0,0,1
22920,Her parents wanted to her graduate but feared she wouldn't.,0,0,0,0,0,0,0,0
22921,Her parents wanted to her graduate but feared she wouldn't.,0,0,1,0,1,0,0,0
22922,Her parents wanted to her graduate but feared she wouldn't.,0,0,1,0,1,0,0,1
22923,"She hated books, but Jenny decided to graduate for her parents.",0,0,0,0,1,1,1,1
22924,"She hated books, but Jenny decided to graduate for her parents.",1,1,0,1,0,0,0,1
22925,"She hated books, but Jenny decided to graduate for her parents.",1,1,0,0,0,0,0,1
22926,"She hated books, but Jenny decided to graduate for her parents.",0,0,0,0,1,0,1,0
22927,"She hated books, but Jenny decided to graduate for her parents.",1,1,0,1,0,0,0,1
22928,"She hated books, but Jenny decided to graduate for her parents.",0,1,0,0,0,0,0,0
22929,She worked extra hard her junior and senior Year's.,1,0,0,1,0,0,0,0
22930,She worked extra hard her junior and senior Year's.,1,1,0,1,0,0,1,1
22931,She worked extra hard her junior and senior Year's.,0,1,0,0,0,0,0,1
22932,"By the time she graduated, Jenny realized studying wasn't that bad.",1,1,0,1,0,0,0,1
22933,"By the time she graduated, Jenny realized studying wasn't that bad.",1,0,0,1,0,0,0,0
22934,"By the time she graduated, Jenny realized studying wasn't that bad.",1,1,0,1,0,0,0,1
22935,Martha was suppose to pick up her daughter from school.,0,0,1,1,1,1,1,1
22936,Martha was suppose to pick up her daughter from school.,0,0,0,0,1,0,0,0
22937,Martha was suppose to pick up her daughter from school.,1,1,0,0,0,0,0,1
22938,Martha was suppose to pick up her daughter from school.,0,1,0,1,0,0,0,1
22939,Martha was suppose to pick up her daughter from school.,0,0,1,0,1,0,1,0
22940,Martha was suppose to pick up her daughter from school.,1,1,0,0,0,0,0,1
22941,She had overslept and was late by 20 minutes.,0,0,1,1,0,0,1,1
22942,She had overslept and was late by 20 minutes.,0,0,1,1,1,1,0,1
22943,She had overslept and was late by 20 minutes.,0,0,0,0,0,0,0,0
22944,She had overslept and was late by 20 minutes.,0,0,1,1,1,0,0,1
22945,She had overslept and was late by 20 minutes.,0,0,1,0,0,0,0,1
22946,Her daughter did not speak to Martha on the car ride home.,0,0,1,1,1,1,1,1
22947,Her daughter did not speak to Martha on the car ride home.,0,0,1,1,1,0,0,1
22948,Her daughter did not speak to Martha on the car ride home.,0,0,0,0,1,0,0,0
22949,Her daughter did not speak to Martha on the car ride home.,0,0,0,0,0,1,1,0
22950,Her daughter did not speak to Martha on the car ride home.,0,0,0,0,0,1,1,0
22951,Her daughter did not speak to Martha on the car ride home.,0,0,0,0,0,1,1,0
22952,Martha apologized to her daughter at dinner.,0,0,0,0,1,1,0,0
22953,Martha apologized to her daughter at dinner.,0,0,0,0,1,1,1,0
22954,Martha apologized to her daughter at dinner.,0,0,0,1,1,0,0,1
22955,Martha apologized to her daughter at dinner.,0,0,0,0,0,0,1,0
22956,Martha apologized to her daughter at dinner.,0,0,0,0,1,1,1,0
22957,Martha apologized to her daughter at dinner.,0,0,0,1,1,1,1,0
22958,Her daughter forgave Martha for being late.,1,1,0,1,1,0,0,1
22959,Her daughter forgave Martha for being late.,1,1,0,0,0,0,0,1
22960,Her daughter forgave Martha for being late.,1,1,0,0,0,0,0,0
22961,Her daughter forgave Martha for being late.,1,1,0,0,1,1,1,1
22962,Jen was at home.,1,1,0,0,0,0,0,1
22963,Jen was at home.,1,1,0,0,0,0,0,0
22964,Jen was at home.,1,1,0,1,1,0,0,1
22965,She decided to wash her hair.,0,0,0,0,0,0,0,0
22966,She decided to wash her hair.,1,1,0,0,0,0,0,1
22967,She decided to wash her hair.,0,0,0,0,1,0,0,0
22968,After she was done she looked into the mirror.,1,0,0,0,0,0,0,0
22969,After she was done she looked into the mirror.,1,1,0,0,0,0,0,0
22970,After she was done she looked into the mirror.,1,1,0,0,0,0,0,1
22971,Her hair was a different color.,0,0,1,0,0,1,1,0
22972,Her hair was a different color.,0,0,1,1,1,1,1,0
22973,Her hair was a different color.,0,0,0,1,0,0,0,0
22974,She realized she used the wrong bottle when washing her hair.,0,0,0,0,0,1,1,0
22975,She realized she used the wrong bottle when washing her hair.,0,0,1,1,1,1,1,0
22976,She realized she used the wrong bottle when washing her hair.,0,0,1,1,1,1,1,1
22977,Tim was playing in the house.,1,1,0,0,0,0,0,1
22978,Tim was playing in the house.,1,1,0,0,0,0,0,1
22979,Tim was playing in the house.,1,0,0,0,0,0,0,0
22980,He knocked a lamp over.,0,0,1,1,1,0,0,1
22981,He knocked a lamp over.,0,0,1,1,0,0,0,1
22982,He knocked a lamp over.,0,0,1,1,1,1,1,1
22983,His parents were furious.,0,0,0,0,0,0,1,0
22984,His parents were furious.,0,0,1,1,1,1,1,1
22985,His parents were furious.,0,0,0,1,1,1,1,0
22986,His parents were furious.,0,0,1,1,1,1,1,0
22987,His parents were furious.,0,0,1,1,0,0,0,0
22988,His parents were furious.,0,0,1,1,1,1,1,0
22989,Tim was grounded until he could replace it.,0,0,0,1,1,1,1,1
22990,Tim was grounded until he could replace it.,0,0,0,0,1,1,0,0
22991,Tim was grounded until he could replace it.,0,0,0,1,1,0,1,0
22992,Tim was grounded until he could replace it.,0,0,1,1,1,0,1,0
22993,Tim was grounded until he could replace it.,0,0,1,1,1,0,0,0
22994,It took him weeks to buy a new one.,0,0,1,0,1,0,0,0
22995,It took him weeks to buy a new one.,0,0,0,0,0,0,0,0
22996,It took him weeks to buy a new one.,0,0,0,0,1,1,1,0
22997,A girl heard her mom yell her name from downstairs.,0,1,0,1,0,0,0,1
22998,A girl heard her mom yell her name from downstairs.,0,0,1,1,1,1,1,1
22999,A girl heard her mom yell her name from downstairs.,0,0,1,1,0,0,0,1
23000,A girl heard her mom yell her name from downstairs.,0,0,1,1,1,1,1,1
23001,A girl heard her mom yell her name from downstairs.,0,0,0,0,0,0,0,1
23002,She got up and started to head downstairs to see what her mom wanted.,0,0,0,1,0,1,1,0
23003,She got up and started to head downstairs to see what her mom wanted.,0,0,1,1,1,1,1,1
23004,She got up and started to head downstairs to see what her mom wanted.,0,0,0,1,0,0,0,1
23005,She got up and started to head downstairs to see what her mom wanted.,0,0,1,1,1,1,1,1
23006,She got up and started to head downstairs to see what her mom wanted.,0,1,0,0,0,0,0,1
23007,She got up and started to head downstairs to see what her mom wanted.,0,0,1,0,1,1,1,0
23008,"As she to the bottom of the stairs, her mom pulled her in close.",0,0,1,1,1,1,1,1
23009,"As she to the bottom of the stairs, her mom pulled her in close.",1,0,0,1,0,0,0,1
23010,"As she to the bottom of the stairs, her mom pulled her in close.",0,0,1,1,0,0,0,1
23011,"As she to the bottom of the stairs, her mom pulled her in close.",0,1,1,1,1,0,0,1
23012,"As she to the bottom of the stairs, her mom pulled her in close.",0,0,1,1,1,1,1,1
23013,Her mom began to cry.,0,1,1,1,1,0,0,1
23014,Her mom began to cry.,0,0,1,1,1,0,0,1
23015,Her mom began to cry.,0,0,0,0,1,0,0,0
23016,Her mom began to cry.,0,0,0,0,1,0,0,0
23017,Her mom began to cry.,0,0,0,0,1,0,0,0
23018,The girl's dog had been hit by a car and was dead.,0,0,1,0,1,1,1,0
23019,The girl's dog had been hit by a car and was dead.,0,0,1,1,1,1,0,1
23020,The girl's dog had been hit by a car and was dead.,0,0,1,0,1,0,0,0
23021,The girl's dog had been hit by a car and was dead.,0,0,1,0,1,1,1,1
23022,The girl's dog had been hit by a car and was dead.,0,0,1,1,1,0,1,1
23023,The girl's dog had been hit by a car and was dead.,0,0,1,0,1,1,1,0
23024,Cliff still lived with his parents.,1,1,0,1,0,0,0,1
23025,Cliff still lived with his parents.,0,1,0,0,0,0,0,0
23026,Cliff still lived with his parents.,1,0,0,0,0,0,0,0
23027,Cliff still lived with his parents.,0,1,1,1,1,1,1,0
23028,Cliff still lived with his parents.,0,1,0,0,0,0,0,0
23029,He had been partying a lot lately.,1,0,0,0,0,0,0,1
23030,He had been partying a lot lately.,1,1,0,0,0,0,0,0
23031,Cliff would stay out until three in the morning.,0,0,0,0,1,1,0,0
23032,Cliff would stay out until three in the morning.,0,0,1,0,0,0,1,1
23033,Cliff would stay out until three in the morning.,0,0,0,0,1,0,0,0
23034,Cliff would stay out until three in the morning.,1,1,0,0,0,0,0,1
23035,Cliff would stay out until three in the morning.,0,0,0,0,1,0,0,0
23036,Cliff would stay out until three in the morning.,1,1,0,0,0,0,0,1
23037,Cliff's parents were tired of him coming in so late.,0,0,0,0,1,1,1,0
23038,Cliff's parents were tired of him coming in so late.,0,0,0,0,1,0,1,0
23039,Cliff's parents were tired of him coming in so late.,0,0,0,0,0,0,1,1
23040,They told him he needed to move out.,0,0,0,1,1,1,1,1
23041,They told him he needed to move out.,0,0,1,1,1,1,1,1
23042,They told him he needed to move out.,0,0,1,1,1,0,1,1
23043,They told him he needed to move out.,0,0,1,1,1,0,1,1
23044,They told him he needed to move out.,0,0,1,1,1,1,1,0
23045,They told him he needed to move out.,0,0,1,1,1,1,1,1
23046,Allie had some twizzlers.,1,0,0,0,0,0,0,1
23047,Allie had some twizzlers.,1,0,0,1,0,0,0,0
23048,Allie had some twizzlers.,1,1,0,0,0,0,0,0
23049,All the sudden they were gone.,0,0,0,1,0,0,0,1
23050,All the sudden they were gone.,0,0,0,1,0,0,0,0
23051,All the sudden they were gone.,0,0,1,1,1,1,1,0
23052,She didn't know where they went.,0,1,0,1,0,1,1,1
23053,She didn't know where they went.,0,0,0,1,0,0,0,1
23054,She didn't know where they went.,0,0,0,0,0,0,1,0
23055,Her brother ended up eating them.,0,0,0,1,0,1,1,1
23056,Her brother ended up eating them.,0,0,0,1,1,0,0,0
23057,Her brother ended up eating them.,0,0,0,1,1,1,1,0
23058,Robert needed a calendar to organize his time.,0,0,0,1,0,0,0,1
23059,Robert needed a calendar to organize his time.,1,0,0,0,0,0,0,1
23060,Robert needed a calendar to organize his time.,0,0,0,0,0,0,0,0
23061,He went to his local office store to buy one.,0,1,0,0,0,0,0,1
23062,He went to his local office store to buy one.,1,1,0,0,0,0,0,1
23063,He went to his local office store to buy one.,0,0,0,0,0,0,0,1
23064,He decided to get one with a plain design but lots of writing room.,1,0,0,0,0,0,0,0
23065,He decided to get one with a plain design but lots of writing room.,0,1,0,0,0,0,0,1
23066,He spent fifteen dollars on his calendar.,1,0,0,0,0,0,0,1
23067,He spent fifteen dollars on his calendar.,1,0,0,0,0,0,0,1
23068,"Now with the calendar, Robert is much more organized with his work.",1,0,0,0,0,0,0,1
23069,"Now with the calendar, Robert is much more organized with his work.",1,1,0,0,0,0,0,1
23070,"Now with the calendar, Robert is much more organized with his work.",1,1,0,0,0,0,0,1
23071,Will was trying to be healthier.,1,1,1,0,0,0,0,1
23072,Will was trying to be healthier.,1,1,0,0,0,0,0,1
23073,Will was trying to be healthier.,1,1,0,0,0,0,0,1
23074,"So he had an apple, banana, and mango smoothie everyday for breakfast.",1,1,0,0,0,0,0,1
23075,"So he had an apple, banana, and mango smoothie everyday for breakfast.",1,1,0,0,0,0,0,1
23076,But he later found out about its high sugar content.,0,0,0,1,1,1,1,0
23077,But he later found out about its high sugar content.,0,0,1,1,1,0,1,0
23078,So he felt regretful about having the smoothie everyday.,0,0,0,1,1,1,0,0
23079,So he felt regretful about having the smoothie everyday.,0,0,1,0,1,1,1,0
23080,So he felt regretful about having the smoothie everyday.,0,0,0,1,0,0,0,0
23081,Will decided to only have the smoothie a few times a week.,0,1,0,1,0,0,0,1
23082,Will decided to only have the smoothie a few times a week.,0,0,0,1,1,0,0,0
23083,Will decided to only have the smoothie a few times a week.,1,1,0,0,0,0,0,0
23084,Diana approached the front of the stage.,0,0,1,0,0,0,0,1
23085,Diana approached the front of the stage.,1,0,1,1,0,1,0,1
23086,Diana approached the front of the stage.,0,0,1,0,0,0,0,1
23087,She began to sing for the entire school audience.,0,0,1,0,0,0,0,1
23088,She began to sing for the entire school audience.,0,0,1,0,0,0,0,1
23089,She began to sing for the entire school audience.,1,0,0,0,0,0,0,0
23090,She began to sing for the entire school audience.,1,1,0,1,0,0,0,0
23091,She began to sing for the entire school audience.,1,1,1,0,0,0,0,1
23092,She started off on a good path.,1,0,1,0,0,0,0,0
23093,She started off on a good path.,1,1,0,0,0,0,0,1
23094,She started off on a good path.,1,1,0,0,0,0,0,0
23095,"However, her voice cracked when she was trying to sing at a high tone",0,0,1,0,0,0,0,0
23096,"However, her voice cracked when she was trying to sing at a high tone",0,0,1,1,1,1,1,0
23097,"However, her voice cracked when she was trying to sing at a high tone",0,0,1,1,1,1,1,1
23098,"Although she stopped since she felt embarrassed, the audience clapped.",1,0,0,1,0,0,0,0
23099,"Although she stopped since she felt embarrassed, the audience clapped.",1,0,0,1,0,0,0,0
23100,"Although she stopped since she felt embarrassed, the audience clapped.",1,1,0,1,0,0,0,1
23101,"Although she stopped since she felt embarrassed, the audience clapped.",1,1,0,1,0,0,0,1
23102,"Although she stopped since she felt embarrassed, the audience clapped.",1,1,0,0,0,0,0,1
23103,His doctor told him he would feel a lot better if he just drank more.,0,1,0,1,0,0,0,1
23104,His doctor told him he would feel a lot better if he just drank more.,1,1,0,0,0,0,0,0
23105,His doctor told him he would feel a lot better if he just drank more.,0,0,0,0,1,1,1,1
23106,His doctor told him he would feel a lot better if he just drank more.,0,0,0,1,0,0,0,0
23107,His doctor told him he would feel a lot better if he just drank more.,0,1,0,0,0,0,0,1
23108,His doctor told him he would feel a lot better if he just drank more.,0,1,1,0,0,0,0,1
23109,Jack began drinking water on a schedule.,1,1,1,0,0,0,0,1
23110,Jack began drinking water on a schedule.,1,1,0,0,0,0,0,0
23111,Jack began drinking water on a schedule.,1,1,0,0,0,0,0,1
23112,He tracked himself doing this for two months.,1,1,0,0,0,0,0,1
23113,He tracked himself doing this for two months.,1,1,0,0,0,0,0,1
23114,He tracked himself doing this for two months.,1,1,0,1,0,0,0,1
23115,In two months Jack's health was no longer at risk.,1,1,0,0,0,0,0,0
23116,In two months Jack's health was no longer at risk.,1,0,0,0,0,0,0,0
23117,In two months Jack's health was no longer at risk.,1,0,0,0,0,0,0,1
23118,I used to have a crush on a girl named Lucy.,1,1,0,0,1,0,0,1
23119,I used to have a crush on a girl named Lucy.,1,1,0,0,1,1,1,0
23120,I used to have a crush on a girl named Lucy.,1,1,1,1,0,0,0,1
23121,This was way back when I was in high school.,1,1,0,1,1,0,0,1
23122,This was way back when I was in high school.,1,0,0,0,0,0,0,0
23123,This was way back when I was in high school.,1,0,0,0,0,0,0,0
23124,I used to write love letters when I got home about her.,1,0,0,0,0,0,0,0
23125,I used to write love letters when I got home about her.,1,1,0,0,1,0,0,1
23126,I used to write love letters when I got home about her.,1,0,0,0,0,0,0,1
23127,I never sent them to her because I was too scared.,0,0,1,1,1,1,0,1
23128,I never sent them to her because I was too scared.,0,0,1,0,1,1,1,0
23129,I never sent them to her because I was too scared.,0,0,1,0,1,0,0,1
23130,Jeremy was going to the shooting range with his dad.,1,1,0,0,0,0,0,1
23131,Jeremy was going to the shooting range with his dad.,1,1,0,0,0,0,0,1
23132,Jeremy was going to the shooting range with his dad.,1,1,0,0,0,0,0,1
23133,It was his first time getting to go.,1,0,1,0,0,0,0,1
23134,It was his first time getting to go.,1,1,1,1,0,0,0,1
23135,It was his first time getting to go.,1,1,0,0,0,0,0,1
23136,His dad had been very strict about him knowing all the rules.,0,1,1,1,1,1,1,1
23137,His dad had been very strict about him knowing all the rules.,1,1,1,0,0,0,0,1
23138,His dad had been very strict about him knowing all the rules.,1,1,0,0,0,0,0,1
23139,Jeremy was very careful and followed all of his dad's instructions.,1,1,0,1,0,0,0,1
23140,Jeremy was very careful and followed all of his dad's instructions.,1,1,0,0,0,0,0,1
23141,Jeremy was very careful and followed all of his dad's instructions.,1,1,0,0,0,0,0,1
23142,Jeremy was very careful and followed all of his dad's instructions.,1,1,0,0,0,0,0,1
23143,Jeremy was very careful and followed all of his dad's instructions.,1,1,1,0,0,0,0,1
23144,He had a great time with his dad at the range that day.,1,1,0,1,0,0,0,1
23145,He had a great time with his dad at the range that day.,1,1,0,0,0,0,0,1
23146,He had a great time with his dad at the range that day.,1,1,0,1,0,0,0,0
23147,He had a great time with his dad at the range that day.,1,1,0,0,0,0,0,1
23148,He had a great time with his dad at the range that day.,1,0,0,1,0,0,0,1
23149,Heather misplaced the list.,0,0,1,1,1,1,0,1
23150,Heather misplaced the list.,0,0,1,0,1,0,0,0
23151,Heather misplaced the list.,0,1,1,0,0,0,1,0
23152,"At the store, she tried hard to remember all the items on the list.",0,0,0,0,0,0,1,0
23153,"At the store, she tried hard to remember all the items on the list.",1,1,0,0,0,0,0,0
23154,"At the store, she tried hard to remember all the items on the list.",0,0,1,0,1,1,1,1
23155,"At the store, she tried hard to remember all the items on the list.",0,0,0,1,0,0,0,0
23156,"At the store, she tried hard to remember all the items on the list.",0,0,0,1,1,0,1,1
23157,"At the store, she tried hard to remember all the items on the list.",0,0,1,1,1,0,0,1
23158,She made it home and disappointed her mother by forgetting things.,0,0,0,0,0,1,1,1
23159,She made it home and disappointed her mother by forgetting things.,0,0,0,1,0,1,1,0
23160,She made it home and disappointed her mother by forgetting things.,0,0,1,0,1,0,0,0
23161,She made it home and disappointed her mother by forgetting things.,0,0,1,1,1,0,0,1
23162,She made it home and disappointed her mother by forgetting things.,0,0,0,0,1,1,1,0
