,emotion,plutchik,selection0,selection1,label
7612,"['happy', 'proud', 'accomplished', 'excited', 'joy']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Dan was sleeping on a full size bed.,He finally took my advice and blew bubbles perfectly.,1
7613,"['worried', 'surprise', 'fear', 'angry', 'curious']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Lucy was so honored she gave her the bracelet.,Bill pulled over to see what it was.,1
7614,"['ashamed', 'depressed', 'worried', 'loved', 'sad', 'happy', 'affectionate']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",It flipped out sideways like a knife.,They were glad to have me home.,1
7615,"['none', 'grateful', 'thankful']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Carl's dog is able to see the car, however, and pulls him to the curb.",I was on a tour inside the forest with Maddie.,0
7616,"['adventerous', 'happy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Upon arrival, a black lab, jumped in his arms, and Andy fell in love.",Dan decided he would go outside and enjoy the sunny day.,1
7617,"['surprised', 'happy', 'delighted', 'awe', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The school nurse diagnosed him with hives.,She saw a small duck swimming around.,1
7618,"['none', 'happy', 'excited', 'surprised', 'Surprise']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",My younger brother and I were golfing with plastic clubs.,They spotted a large deer.,1
7619,"['awestruck', 'surprised', 'joy', 'excited', 'enthusiastic', 'Excited']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Thomas is fairly introverted so Maria invited him to a party.,"While there, they sighted a celebrity.",1
7620,"['happy', 'excited', 'love']","{'joy': 2, 'trust': 2, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",We moved across two states to be together.,"Every weekend, he would drink to excess.",0
7621,"['none', 'curious', 'scared', 'anxious']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","She looked under the sink, opening the cabinet to peer inside.",He gathered rocks from elsewhere in his yard.,0
7622,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","They were both fast, and both wanted to win first prize at the race.",Samantha's dad always taught her how to be self-sufficient.,1
7623,"['none', 'Ready', 'in control', 'motivated']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tom had possession of the ball.,A volunteer security guard stopped Trayvon while walking home.,0
7624,"['Accomplished', 'frustrated', 'remorseful', 'none', 'powerful', 'angry', 'scared', 'trust', 'frightened']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He was a simple man and he usually did not want much.,Finn started having nightmares about Krampus.,1
7625,"['inspired', 'awe', 'accomplished']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Jon woke up excited.,The whole valley lay out before us in all its beauty.,1
7626,"['happy', 'Happy']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The girls played for an hour.,"Bob called the dog's name, but he kept running away and disappeared.",0
7627,"['hurt', 'sad', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 0}","Caitlyn was a very pretty and smart girl, but she was mean to others.","One morning, the clouds dissipated and the sun shone brightly.",0
7628,"['none', 'happy', 'excitement', 'excited', 'joyous']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Kaya and her dad went to play paintball one afternoon.,Francis got three tickets for he and his friends.,1
7629,"['stupid', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}","She was so sickened by it, she ran off set and went home.",It turned into a gooey mess.,1
7630,"['frustrated', 'disappointed', 'unhappy', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Tim had to work on his birthday.,Jamies job requires her to travel a lot.,0
7631,"['Indifferent', 'hated', 'unappreciated', 'Okay', 'understanding', 'happy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She wants to find a way to relax and unwind.,"He hated customers, but loved working with the fruit.",1
7632,"['panicked', 'fear', 'surprised', 'nervous', 'scared and nervous', 'afraid', 'scared', 'very afraid', 'none']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}",He ended up running towards the streets.,"When she noticed that it was a snake, she freaked out.",1
7633,"['none', 'impatient', 'eager to use the bathroom', 'anxious']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He needed to use the bathroom immediately.,Tim bought a new Harp.,0
7634,"['intrigued', 'resourceful', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I researched her background to see where she stands on the issues.,Suddenly she felt a searing pain in her leg.,0
7635,"['vindictive', 'amused', 'ashamed', 'mocking', 'Indifferent', 'fine', 'hungry', 'hateful', 'happy', 'inferior', 'Special', 'none', 'trapped', 'embarassed', 'sad', 'belittled']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jake was driving with his girlfriend.,Everyone made fun of Kim.,1
7636,"['disappointed', 'incompetent', 'determined', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Even though he tried really hard, she was not very good at the sport.",Paul sued the company.,0
7637,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","It wasn't true, but people believed it.","After 5 years, Aaron quit the job.",0
7638,"['anticipation', 'interested', 'educated']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",They were taken care of eventually but it was a crazy site.,He grabbed several books.,1
7639,"['lazy', 'concerned']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 2, 'anticipation': 2}",A cop stopped him.,He slept in late too many times.,1
7640,"['none', 'accomplished', 'ACHIEVED']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He did his best and thought it looked alright.,Gina was getting on the highway.,0
7641,"['confident', 'patient', 'frustrated', 'none']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","When her dad helped, she got things going.",She tried both positive reinforcement and negative reinforcement.,1
7642,"['eager', 'happy', 'excited', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",One day Jim made some hot sauce.,"Later, Jim picked Michaela up for their date.",0
7643,"['Scared', 'scared', 'curious', 'fear', 'safer', 'none']","{'joy': 0, 'trust': 1, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",His dad came in and Bill begged him to check the closet.,They were obstructing his path!,0
7644,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Amy was bad at math.,It was opening day for the new phones at Apple.,1
7645,"['agression', 'Strong', 'terrified', 'horrified', 'fear', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I ended up being a half hour late.,Jen screamed at the top of her lungs.,1
7646,"['ready', 'prepared', 'satisfied']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She would put it over her clothes when she was cooking.,I thought Sally how to make a paper plane.,0
7647,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Anna was a German who lived during the 1940s.,He always wanted a pet.,0
7648,"['anxious', 'Hopeful', 'hopeful']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 3}",Gwen hoped washing it with conditioner would help.,Mark was going to a local beekeeper to get some fresh honey.,0
7649,"['betrayed', 'irritated', 'none', 'angry', 'hateful', 'mean', 'vindictive']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}",She always gossiped about other people and said ugly things.,Yolanda loved watching reality television programs.,0
7650,"['none', 'distresed', 'like a baby']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He sobbingly agreed to listen to his mom's advice from now on.,I stepped outside in the fresh morning air.,0
7651,['proud'],"{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",After lots of practice she became quite good.,They went to the doctor for help.,0
7652,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Hannah drove into the parking lot.,Bella was surprised with a new doll.,0
7653,"['happy', 'positive', ""Vincent asserted his dominance right into Caesar's butt."", 'dominant', 'aggressive', 'superior', 'pleasure', 'dominance', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Vincent asserted his dominance right into Caesar's butt.,Gina usually stayed awake till 1 AM in the summer.,0
7654,"['none', 'joy', 'happy', 'pleased', 'victorious']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","After a particularly great show, she was approached about a new job.",Her mom gave her pizza.,1
7655,"['none', 'hilarious', 'comfortable', 'competent']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Sonny was spending a night in the town with his friends.,He usually just goes for fun and to work out.,1
7656,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I had to eat the soup by drinking it.,Then we found the simpsons at a garage sale.,1
7657,"['grateful', 'happy', 'thankful', 'Sympathy', 'Pity', 'sympathetic', 'helpful']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The man bought me the chocolate bar.,Mary and Ted found out they were expecting a baby.,0
7658,"['surprised', 'flattered', 'closeness', 'none', 'Undecided', 'PLEASANT']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He asked his girlfriend for advice.,Ken was on the last hole of the course.,0
7659,"['athletic', 'occupied', 'Decisive', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",John decided to play a sport.,Tom never recovered.,0
7660,"['insomnia', 'scared']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Kia had to throw out the whole pot of rice.,The night before he couldn't sleep.,1
7661,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Mia was trying to make sunny side up eggs.,They couldn't decide on what to choose.,1
7662,"['joy', 'positive', 'entertained', 'Ramon would now dance during dinner events', 'Proud', 'successful', 'HAPPY TO PROMOTE RAMON', 'excited', 'content']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Ramon would now dance during dinner events.,Her husband took her to the hospital immediately.,0
7663,"['none', 'relieved', 'upset']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He was able to walk to a house and call a tow truck.,It had been a great day!,0
7664,"['calm', 'Content', 'exhausted']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",So she fell asleep.,Hours passed but I did eventually make something usable.,0
7665,"['reassured', 'fear', 'happy', 'joy', 'Frightened', 'concern', 'protective', 'Nice', 'none']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She asked them to try it again but it wouldn't go through.,Her grandmother explained to her that everything was okay.,1
7666,"['excited', 'calm', 'interested', 'adventurous']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Walking to his car, he dropped his wallet in the garage.",They rode on a gondola in the canal.,1
7667,"['none', 'proud', 'embarrassed', 'happy', 'slighted', 'left out', 'jealous']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Gary saw photos online of his friend's party.,He was very happy and I went on to cast the tournament!,0
7668,"['devoted', 'loved', 'appreciative', 'proud', 'encouraging', 'satisfied']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Anna's teacher worked with her a lot after school.,The next day they were sad to have to go back to school.,0
7669,"['achey', 'sick']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 2, 'anger': 1, 'anticipation': 1}",The next day I was in so much pain I could not even bend or sit down.,I fell asleep in that awkward position.,1
7670,"['none', 'disappointed', 'hopeful', 'informed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Alicia loved tattoos.,The employee at the store advised her to adopt instead of buy.,1
7671,"['determined', 'anticipation']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",There was over a hundred dollars in it but no id of any kind.,He browsed many smart phones.,1
7672,"['competitive', 'happy', 'excited', 'joy', 'included.']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tom found one with healthy ingredients.,They had a tournament amongst themselves every year.,1
7673,"['proud', 'pleased with myself', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I made a drawing for an art contest.,He stayed up all night remembering his vows.,0
7674,"['happy', 'hopeful', 'satisfied', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He bought a batman action figure.,A watch lay on a table in a bar.,0
7675,"['nervous', 'exhilarated', 'anxious', 'competitive', 'frenzied', 'rushed', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Sara was flattered that someone would pay for her art.,Whoever runs out of time loses.,1
7676,"['none', 'clever', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Tom was dating a girl.,The music from next door kept Eric awake for hours.,1
7677,"['excited', 'happy', 'eager', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",We put them in the moving van.,Gina's friend Lisa was coming over to visit.,1
7678,"['enthralled', 'proud', 'excited', 'gleeful']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Her unique pie won a ribbon in the contest.,Andrea had made it on the team!,1
7679,"['surprised', 'in pain', 'shocked', 'pain', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He now has over 500 trucks.,"Suddenly, he stepped on something sharp.",1
7680,"['none', 'hopeful', 'Happy', 'happy']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Diesel had fun at the doggy park and knows he will go again.,Their doctor told them it wouldn't be possible to have one.,0
7681,"['comforted', 'loving', 'happy', 'loved']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Jane gave Ted a squeeze and hugged him.,Joe spent several minutes picking the perfect pair.,0
7682,"['none', 'satiated', 'Excited', 'Hungry', 'Happy', 'stuffed', 'happy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",At first she disliked the long hours.,He would buy ten tacos and eat them all under thirty minutes.,1
7683,"['sad', 'calm', 'sympathetic', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}","My 9 year old son was very sad, and cried on moving day.","She told him not to worry, it was just about to come out of the dryer.",0
7684,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He enjoyed impressing humans with his speech.,The woman tried to get the daughter to talk to her before she died.,1
7685,"['alarmed', 'dumb']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",He set up and practiced his swing.,Before she realized her pancakes were burning.,1
7686,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He added some water to the radiator from a container in the trunk.,Tristan asked everyone to bring a covered dish.,0
7687,"['annoyed', 'hurried', 'exhausted', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tom was driving on the freeway.,Riding the bike with her knees around her ears she got to work on time.,1
7688,"['I accidentally used a whole garlic instead of a whole onion', 'disgusted', 'cretinous', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 1, 'anticipation': 0}",I accidentally used a whole garlic instead of a whole onion.,I ate the chocolate and thanked him for his kindness.,0
7689,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The teacher handed some papers out to her students.,Heather's mother asked her to go grocery shopping for her.,1
7690,"['trust', 'proud', 'determined']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He would do it every morning.,"We only go in the summertime, when you can enjoy the beach.",0
7691,"['none', 'Devious', 'fearful', 'sad', 'betrayed', 'violated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Moments later she noticed a groundhog peeking out from under the shed.,He managed to steal the hat before leaving.,1
7692,"['sad', 'fear', 'afraid', 'anxious to know about it', 'anger', 'scared', 'none']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 1}","Suddenly, my aunt came in and yelled to put it down!",David worked for weeks until he caught a break in the case.,0
7693,"['excited', 'determined', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Kay wanted to throw a dinner party.,She knew she was growing up and overcoming her fear!,0
7694,"['none', 'He was stuck on the tarmac', 'and his wife called.', 'disturb and tension', 'positive', 'upset', 'apologetic', 'fed up']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",She was furious that he was late.,"Drinking pots of regular coffee, he found himself too wired to sleep.",0
7695,"['calm', 'capable', 'pleased']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She pointed at the sign.,She downloaded her music.,1
7696,"['bored', 'tired', 'trust']","{'joy': 1, 'trust': 2, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}",I will use less dishes because I do not like to wash them.,One of the men was not very smart.,0
7697,"['Determined', 'happy', 'excited', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Luckily a new owner reopened the bakery six months later.,She decided she would travel the country in her van instead.,1
7698,"['none', 'cocky', 'arrogant', 'proud']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Sam is a comedian.,This news went to Scott's head and he began to brag to people.,1
7699,"['lonely', 'love', 'intrigued', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She constantly would look up pictures of them.,Janet was not a cat person until one night.,1
7700,"['overjoyed', 'surprised', 'happy', 'positive', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Davis decides that fishing is more fun than he thought.,I stopped at a blockbuster video store.,0
7701,"['happy', 'curious', 'excited', 'eager', 'none', 'exhausted']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",They carried the box all the way to Tim's house.,Her scooter died in the parking lot!,0
7702,"['happy', 'sad', 'limited', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Alex was on a camping trip.,Tiffany was a defensive soccer player who had never scored a goal.,1
7703,"['satisfied', 'happy', 'relaxed']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",This morning I took a seat in my favorite chair.,Kelli was at the park with her friends.,0
7704,"['sad', 'relieved']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I sold one piece for $1200.,The instructor introduced herself to me and we  talking.,0
7705,"['none', 'proud', 'determined', 'pride']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Bill's dad opened the closet door and turned on the light.,With these two aids Amanda was able to break the habit.,1
7706,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Trudy was not very good at math.,The few things he did want or need he would buy himself.,0
7707,"['nervous', 'happy', 'worried', 'flattered that the note was an invitation to a party.', 'surprised', 'curious']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",This the story of how I met my wife.,Jim opened the note and saw it had a single question.,1
7708,"['none', 'accomplished', 'delighted', 'happy', 'relieved']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",However the team ended up winning the game.,They would watch all The Hunger Games movies back to back.,0
7709,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Lisa really loved to play baseball with her brothers.,He has worked on the family farm for many years.,1
7710,"['off beat', 'sadness']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Timothy didn't have much confidence in himself.,"When his camera needed repairs, he asked to borrow a friend's camera.",0
7711,"['none', 'desire', 'excited', 'longing']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",No one was supposed to but she snuck behind the curtain.,My son wanted to spend his birthday money.,1
7712,"['happy', 'pleased']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Roxy is now happy with the way her body looks.,"They became good friends, and then even more - they began dating!",0
7713,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","When I got home, I couldn't find my cell phone.",We had a very noisy neighbor one year.,1
7714,"['disappointed', 'sad', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He falls asleep on the couch while watching his show.,"I tried to sell it on eBay for her, but nobody bought it.",1
7715,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",We laid out the pieces and read the directions.,The next day the bullies grabbed Jack's bag and dumped it out.,0
7716,"['tired', 'bored', 'anxious', 'studious']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Things had been really disappointing in his life.,Kurt sat quietly in the meeting.,1
