,emotion,plutchik,selection0,selection1,label
4856,"['frustrated', 'stupid']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 2}",Allie was so furious.,She struggled all semester long to understand the concepts.,1
4857,"['uncomfortable', 'longing']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 3, 'disgust': 1, 'anger': 0, 'anticipation': 3}",She ended up losing 10 pounds in 2months.,Anything to make her feel like she wasn't perfect.,1
4858,"['productive', 'competent']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He spent all week doing research on tigers.,Then she added a little coffee to perk them up.,0
4859,"['happy', 'fulfilled', 'content']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Overall Ynez was satisfied with her work.,He took it home and wanted to hang it on his wall.,0
4860,"['amused', 'proud', 'silly', 'sneaky', 'loving', 'playful']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","However, my thoughts changed during the first week of school.",He decided to make her pretend tea.,1
4861,"['frustration', 'excited', 'defeated', 'satisfied', 'smug', 'accomplished']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He was able to beat several of his friends.,They were very worried.,0
4862,"['happy', 'surprised', 'worried']","{'joy': 2, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Georgina Watson wanted to be an equestrian.,But he felt relieved after finding a shop in the park with belts.,1
4863,"['complete', 'excited', 'prepared']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",His friends agreed.,She shut off all the lights in her house and walked to the door.,1
4864,"['joy', 'invulnerable', 'happy', 'loved', 'excited']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She loved children but her grandchildren lived far away.,Julie decided left the kitten alone for a few minutes.,1
4865,"['relieved', 'content', 'happy', 'grateful']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Because of this, Bailey assumed she did not have to try too hard.",The two of them were much happier in their new job.,1
4866,"['happy', 'surprised']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He took it to a paleontologist who identified it as a dinosaur bone.,"It said a Macbook Pro was for sale, only three hundred dollars.",0
4867,"['secretive', 'proud', 'astonished']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Several months later, Fred heard that she had given birth.","She left it for a brief moment, in order to look at the snacks.",0
4868,"['bored', 'pleasant', 'great']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He ended up stealing the space quickly.,Henry is at work.,1
4869,"['embarrassed', 'sad', 'ashamed', 'sorry', 'anger', 'disgusted']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 1, 'anticipation': 0}",Bob hasn't been happy lately.,They were unable to hide the near nausea they experienced!,1
4870,['anxious'],"{'joy': 1, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",He tried to put on a play using the transcription as the script.,They served all their guests delicious food in a timely manner.,0
4871,"['full', 'satisfied', 'positive']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I ate a whole pizza to myself.,A friend found it on the floor.,0
4872,"['surprised', 'happy', 'adventurous', 'peaceful', 'fear', 'content']","{'joy': 2, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Finally a big envelope came in the mail!,We came across a lake and eventually more bushes.,1
4873,"['scared', 'panicked']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 1, 'anticipation': 2}",She went to her sister's room and asked her to help her put it on.,They had nowhere to go.,1
4874,"['stupid', 'depressed', 'sad', 'dejected', 'down', 'anger']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 2, 'anticipation': 0}",He wrote a program that required humans to copy text from images.,Annie later broke up with her boyfriend.,1
4875,"['relieved', 'happy', 'dutiful', 'caring', 'help']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Every Tuesday he would eagerly wait for the truck to pull up.,He said he would get food.,1
4876,"['joy', 'excitement', 'surprised', 'intrigued', 'enjoyment', 'happy', 'energized', 'ready']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Oscar decided to sell his old vehicle to a mechanic.,Kelley couldn't wait to go back.,1
4877,"['sad', 'tired', 'happy']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",He always needed to rest because his treatment fatigued him.,"When he cooked my a huge breakfast, I decided he could stay.",0
4878,"['unhappy', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 3, 'disgust': 1, 'anger': 1, 'anticipation': 0}","When he cooked my a huge breakfast, I decided he could stay.",Cliff was recently divorced.,1
4879,"['carefree', 'sick']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jane and her husband never had any free time.,Brian passed out after a long night of drinking.,1
4880,"['proud', 'calm']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Sam would use only ingredients that he grew in his salads.,Dina was too tired to walk.,0
4881,"['annoyed', 'determined']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",It seemed many other people did too because they were hard to find.,"Lila loaded up the machine, throwing all her clothes together.",1
4882,"['enlightened', 'accomplished']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She walked into the salon and was greeted by the staff.,"He decided to design video games, not pilot ships!",1
4883,"['relieved', 'overreacting', 'happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She didn't know if hiking was really for her.,The ride actually wasn't as bad as he thought.,1
4884,"['dominant', 'aggressive', 'mean', 'jealous', 'sad', 'scared', 'tortured', 'shocked']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}",One spring she set out to catch one of the frogs.,One day on the bus the girl hit Beth.,1
4885,"['betrayed', 'happy', 'afraid', 'nervous', 'safe']","{'joy': 1, 'trust': 2, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Revealing his ID would put him at high risk.,It was dark and he tripped.,0
4886,"['gratified', 'competent', 'happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She purchased a premium account on the website.,"In the morning, Ray was relieved to have forgotten the annoying tune.",0
4887,"['cared', 'annoyed', 'social', 'confused']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She wanted to talk.,Tim had to work on his birthday.,0
4888,"['excited', 'happy', 'enjoyment', 'content', 'joyful']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Ken was eating lunch.,Bev and her brother loved to ride their bikes down big hills.,1
4889,"['interested', 'excited']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Mary stopped at the store to buy something for the office picnic.,I went to a country concert for the first time in my life.,1
4890,"['worried', 'anxious', 'hopeful', 'determined']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",I found an incandescent flashing light which used less energy.,She went through the entire process.,1
4891,"['excited', 'happy', 'joy', 'anticipation', 'eager']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I was very excited to go downtown to do some shopping.,Mark decided the tour would be an awesome start to the day.,0
4892,"['forgetful', 'inadequate', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}","My cousin decided to pick me up, and take me to an event.",But she forgot to tend to it.,1
4893,"['tired', 'trust']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Josh broke up with his girlfriend.,Gary was moving furniture.,1
4894,"['worried', 'frustrated', 'upset']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 2, 'anticipation': 0}",Dan got a stomach virus from eating the vegetables.,And should couldn't find her first class.,1
4895,"['alarmed', 'angry']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 1, 'anger': 3, 'anticipation': 0}",Kenny got bit on the arm by him.,Dan's uncle owned many horses on the farm.,0
4896,"['satisfied', 'anticipation', 'excited', 'stimulated']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She wanted to go back the next week.,Last week he finally asked her out to dinner.,0
4897,"['upset', 'frustrated', 'surprise']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 0}","One night, Jimmy was racing and had almost won.",The pipe in the kitchen would leak every time he washed the dishes.,1
4898,"['tired', 'pleased', 'relieved', 'thankful']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Henry was walking to his last class for the day.,It was as if a huge weight had been taken off his shoulders.,0
4899,"['confused', 'sick', 'ill']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}",Tom needed to get rid of some mice.,I did not get home until January of 2012.,1
4900,"['happy', 'reminiscent', 'observant', 'friendly']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","He warned Nora that he had a male cat, but Nora only smiled.",They stopped at the door and chatted for awhile.,1
4901,"['happy', 'angry', 'scared']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","The cop decided to check it out, and found Mark's bag of pills.","The teacher didn't approve of the gifts, however, and threw them away.",0
4902,"['comforted', 'loving', 'happy', 'loved']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Jane gave Ted a squeeze and hugged him.,So she went to the store and bought a chromebook.,0
4903,"['accomplished', 'proud', 'confident']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","After a while, he became the best.","Since i didn't eat it, I remained normal.",0
4904,"['happy', 'educated']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He felt something brush his leg.,It was his favorite class in school.,1
4905,"['exasperated', 'kind', 'determined', 'deceitful', 'guilty', 'sneaky']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",A customer wanted to purchase 50 of one particular product.,She tried to feed them to her dog.,1
4906,"['triumph', 'achievement', 'idealistic']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Then she had the idea to cut out shapes in the crust.,"Picking up the kitten, it licked her hand.",0
4907,"['gross', 'anger', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 2, 'anger': 2, 'anticipation': 0}",Then I started to say grace.,He found the sinks clogged with weeks' worth of oatmeal.,1
4908,"['disappointed', 'incompetent']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 2, 'anticipation': 1}","He said that there was a reason, but I don't believe him.",She wasn't able to make payroll.,1
4909,"['desire', 'uneasy', 'anxious']","{'joy': 1, 'trust': 1, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 2}","As Alice was waiting, she decided to go to Walmart for groceries.",She needed to relax.,1
4910,"['jealous', 'annoyed', 'happy']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",People thought his shoes were weird.,"At one point, Terrin handed the phone to Shaina so they could talk.",1
4911,"['depressed', 'lonely', 'abused', 'scared', 'guilty', 'abusive']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 2, 'anger': 2, 'anticipation': 1}",She leaves to get in her car.,Sean would beat his wife every day.,1
4912,"['anticipation', 'ready', 'obligated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Sadie decided to say yes.,She got dressed.,1
4913,"['happy', 'positive']","{'joy': 2, 'trust': 2, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 2}",But Yoshio was very wrong-the console was insanely expensive!,But the train was late.,0
4914,"['embarrassed', 'ashamed', 'guarded', 'justified', 'thankful']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The same stray dog was dead in the middle of the street.,His wife caught it.,1
4915,"['cheerful', 'proud']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Steven performed live on stage with the theater's improv troupe.,Max made a mixtape for his girlfriend.,0
4916,"['excited', 'determined', 'enjoyment']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",John left his workshop in a rush one night after a long day.,Tina was playing a video game online.,1
4917,"['sad', 'lonely']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 3, 'disgust': 2, 'anger': 2, 'anticipation': 2}",But he couldn't find anyone to go with him.,She is proud.,0
4918,"['indecisive', 'adventurous', 'excited']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Reba decided to change careers.,He got onto the stage and began to play.,0
4919,"['shocked', 'suspicious']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 3, 'sadness': 1, 'disgust': 2, 'anger': 0, 'anticipation': 1}",I called the police and they came to investigate.,Karina played with the blocks for at least an hour before bed.,0
4920,"['sad', 'abandoned', 'confused']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 2, 'sadness': 3, 'disgust': 2, 'anger': 2, 'anticipation': 1}",Amy called her friend Beth.,"In the morning, she realized Teddy wasn't inside.",1
4921,"['efficient', 'content']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Gretchen combed her hair in the morning.,Eventually she lost 10 pounds in 3 months.,0
4922,"['excited', 'attractive', 'good']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Rico is happy he asked his father for help tying a knot in a necktie.,She decided to spice things up with a fresh look.,1
4923,['anticipated'],"{'joy': 0, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",He wanted to get a huge king size bed for his new big bedroom.,"The day after the party, all her friends called her.",0
4924,"['happy', 'affectionate']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Shawn falls in love with the dog at the store.,"When he left jail, he was glad to have furthered his education!",0
4925,"['disgusted', 'anger', 'mad', 'angry', 'inconvenienced', 'neglected']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 2, 'anger': 3, 'anticipation': 0}",After he got home he wished he would've gotten her number.,Sam was angry that Beth forgot to buy him beer.,1
4926,"['aggravated', 'guilty', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",His wife came home and scolded him for his behavior.,Zoe failed her quiz.,0
4927,"['excited', 'surprised', 'happy', 'pleased', 'loved']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","I never suspected a thing, but it was a great evening.",She was so proud of this that she kept the ball on the mantle.,0
4928,"['frustration', 'annoyed', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",So then tried a chainsaw and it still wasn't ground level.,"Until they came, Robin had to do all his washing up in the bath.",1
4929,"['relieved', 'accomplished', 'capable', 'proud']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Gerald applied at many places until he got a cashier job.,My husband tried to cut his beard off.,0
4930,['exhausted'],"{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He decided to go for a run to tire himself out.,"When her mom needed a call, she tried to take it away.",0
4931,"['scared', 'fear', 'inebriated', 'anger', 'offensive', 'concerned']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}","Sure enough, he was stopped by the police.",I immediately ran outside.,0
4932,"['frustrated', 'sad', 'angry', 'disappointed', 'guilty', 'confused']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}",His mother made him return the game immediately.,But he couldn't find anyone to go with him.,0
4933,"['surprised', 'frustrated', 'happy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The man happily concluded charcoal is superior after eating the steak.,They told him that he had no balance into his account.,0
4934,"['alert', 'accomplished', 'despairing', 'hopeful']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 2}",His parents promised to help him through it.,He decided to pay for a private trainer to help improve his speed.,0
4935,"['apprehensive', 'uneasy', 'bothered', 'annoyed', 'ambivalent']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Sal needed a new car.,Tom was unsure how he felt about it.,1
4936,"['sad', 'frustrated', 'irresponsible', 'guilty', 'angry', 'fearful', 'confused']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 0, 'anticipation': 0}",Bob lets everyone down.,Eli was bored so he went to read the forum.,0
4937,"['proud', 'healthy', 'happy', 'satisfied']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Stacy lost 5 pounds in a week after giving up on drinking soda.,"Yet, her father would not let her.",0
4938,"['happy', 'interested', 'sleepy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",One day she forgot to study for a quiz.,Gina sat on her school bus in a window seat.,1
4939,"['satisfied', 'happy', 'exhausted', 'positive', 'relief', 'excited', 'thrilled']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",In the end the road trip was an adventure to good to pass up.,The mom hated cats so she barely listened.,0
4940,"['anxious', 'scared']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 2}",Tom's car was stuck in the mud.,She was beginning to worry.,1
4941,['eager'],"{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",It has since moved to the suburbs.,The next morning it worked fine.,0
4942,"['fearful', 'terrified', 'frightened', 'scared']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The basement always freaked him out.,Behind the door was a teacher and students.,0
4943,"['ambitious', 'determined', 'industrious']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}","Seven years later, we ran into each other at a wedding.","Since he didn't have a lot of cash, he opted for a special project.",1
4944,"['happy', 'normal', 'content', 'tired', 'bored']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I was passing out flyers for a real estate company.,She took it to a shop to have a tune up.,0
4945,"['helpful', 'honorable', 'friendly', 'affectionate', 'grateful', 'embarrassed']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Since I'm working with a friend, I looked for a phone to text him.",I told her discretely.,1
4946,"['happy', 'excited', 'exhausted', 'adventurous', 'tired']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I accidentally squirted glue onto my hand.,"They walked for hours, up the mountain.",1
4947,"['relieved', 'hope']","{'joy': 3, 'trust': 3, 'fear': 1, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Amy couldn't wait to bring her doll to show and tell.,Suddenly he spotted a cruise ship coming towards him!,1
4948,"['selfish', 'smart', 'bubbly']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","He loves helping people, but loves his paycheck more.",They went in to the barber and had to wait for 10 minutes.,0
4949,"['resourceful', 'responsible', 'joy', 'trust', 'busy']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Afterwards, we didn't have to deal with that dog anymore",Alan's english teacher assigned everyone a research paper.,1
4950,"['confuse', 'confused', 'greedy']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",There wasn't anyone around so they weren't sure what to do.,He was fired that evening when his boss found out.,0
4951,"['proud', 'accomplished', 'inspired']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Dennis taped a trash bag over his broken window.,They worked their way up to ten miles.,1
4952,"['happy', 'proud', 'exhausted']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tina was working as a maid.,He heard a noise outside.,0
4953,['relieved'],"{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",This soup was definitely going to make me feel better.,My cousin is a feminist.,0
4954,"['sad', 'alone']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 3, 'disgust': 0, 'anger': 1, 'anticipation': 0}","When she lost all her friends, she became very lonely.","But as she got used to it, she started to like it.",0
4955,"['sad', 'proud']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He suddenly got a large bite.,It would be her last show before she graduated.,1
4956,"['freezing', 'frustrated']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 2}",He managed to steal the hat before leaving.,He bundled up and went out to collect more wood.,1
4957,"['lazy', 'assured']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",So it didn't think it was worth it.,"He knew I didn't want to get married, but stayed with me anyways.",0
4958,"['grateful', 'excited', 'eager', 'curious', 'interested']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She put this down to the lack of jobs in law.,June was visiting her aunt in New York City.,1
4959,"['ache', 'sick']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 2, 'anger': 1, 'anticipation': 1}",Charles' relatives were homeless.,I fell asleep in that awkward position.,1
4960,"['surprised', 'shocked', 'disbelief']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Dexter and his baby brother Jason couldn't believe their eyes.,I picked some flowers from the garden by the store.,0
4961,"['adrenaline', 'loved', 'shocked', 'happy', 'excited', 'elated', 'surprising']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","But when he got home, dozens of people jumped out at him.",My cousin and I came home with several things.,0
4962,"['disappointed', 'relieved', 'amused', 'humorous']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",They were never moving back to Illinois.,I said the heat wave probably contributed to the quick growth.,0
4963,"['excited', 'adventurous']","{'joy': 3, 'trust': 3, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Finally, Ellen decided to ask him herself.",My first trip overseas was to Paris.,1
